"Time","image-preprocess-6c747ff9dc-xzjl6"
2025-07-07 10:44:24,86.4 MiB
2025-07-07 10:44:25,86.4 MiB
2025-07-07 10:44:26,86.4 MiB
2025-07-07 10:44:27,86.4 MiB
2025-07-07 10:44:28,86.4 MiB
2025-07-07 10:44:29,86.4 MiB
2025-07-07 10:44:30,86.4 MiB
2025-07-07 10:44:31,86.4 MiB
2025-07-07 10:44:32,86.4 MiB
2025-07-07 10:44:33,86.4 MiB
2025-07-07 10:44:34,86.4 MiB
2025-07-07 10:44:35,86.4 MiB
2025-07-07 10:44:36,86.4 MiB
2025-07-07 10:44:37,86.4 MiB
2025-07-07 10:44:38,86.4 MiB
2025-07-07 10:44:39,86.4 MiB
2025-07-07 10:44:40,86.4 MiB
2025-07-07 10:44:41,86.4 MiB
2025-07-07 10:44:42,86.4 MiB
2025-07-07 10:44:43,86.4 MiB
2025-07-07 10:44:44,86.4 MiB
2025-07-07 10:44:45,86.4 MiB
2025-07-07 10:44:46,86.6 MiB
2025-07-07 10:44:47,86.6 MiB
2025-07-07 10:44:48,86.6 MiB
2025-07-07 10:44:49,86.6 MiB
2025-07-07 10:44:50,86.6 MiB
2025-07-07 10:44:51,86.6 MiB
2025-07-07 10:44:52,86.6 MiB
2025-07-07 10:44:53,86.6 MiB
2025-07-07 10:44:54,86.6 MiB
2025-07-07 10:44:55,86.6 MiB
2025-07-07 10:44:56,86.6 MiB
2025-07-07 10:44:57,86.6 MiB
2025-07-07 10:44:58,86.6 MiB
2025-07-07 10:44:59,86.6 MiB
2025-07-07 10:45:00,86.6 MiB
2025-07-07 10:45:01,86.6 MiB
2025-07-07 10:45:02,86.6 MiB
2025-07-07 10:45:03,86.6 MiB
2025-07-07 10:45:04,86.6 MiB
2025-07-07 10:45:05,86.6 MiB
2025-07-07 10:45:06,86.6 MiB
2025-07-07 10:45:07,86.6 MiB
2025-07-07 10:45:08,86.6 MiB
2025-07-07 10:45:09,86.6 MiB
2025-07-07 10:45:10,86.6 MiB
2025-07-07 10:45:11,86.6 MiB
2025-07-07 10:45:12,86.6 MiB
2025-07-07 10:45:13,86.6 MiB
2025-07-07 10:45:14,86.6 MiB
2025-07-07 10:45:15,86.6 MiB
2025-07-07 10:45:16,86.6 MiB
2025-07-07 10:45:17,86.6 MiB
2025-07-07 10:45:18,86.6 MiB
2025-07-07 10:45:19,86.6 MiB
2025-07-07 10:45:20,86.6 MiB
2025-07-07 10:45:21,86.6 MiB
2025-07-07 10:45:22,86.6 MiB
2025-07-07 10:45:23,86.6 MiB
2025-07-07 10:45:24,86.6 MiB
2025-07-07 10:45:25,86.6 MiB
2025-07-07 10:45:26,86.6 MiB
2025-07-07 10:45:27,86.6 MiB
2025-07-07 10:45:28,86.6 MiB
2025-07-07 10:45:29,86.6 MiB
2025-07-07 10:45:30,86.6 MiB
2025-07-07 10:45:31,86.7 MiB
2025-07-07 10:45:32,86.7 MiB
2025-07-07 10:45:33,86.7 MiB
2025-07-07 10:45:34,86.7 MiB
2025-07-07 10:45:35,86.7 MiB
2025-07-07 10:45:36,86.7 MiB
2025-07-07 10:45:37,86.7 MiB
2025-07-07 10:45:38,86.7 MiB
2025-07-07 10:45:39,86.7 MiB
2025-07-07 10:45:40,86.7 MiB
2025-07-07 10:45:41,86.7 MiB
2025-07-07 10:45:42,86.7 MiB
2025-07-07 10:45:43,86.6 MiB
2025-07-07 10:45:44,86.6 MiB
2025-07-07 10:45:45,86.6 MiB
2025-07-07 10:45:46,86.6 MiB
2025-07-07 10:45:47,86.6 MiB
2025-07-07 10:45:48,86.6 MiB
2025-07-07 10:45:49,86.6 MiB
2025-07-07 10:45:50,86.6 MiB
2025-07-07 10:45:51,86.6 MiB
2025-07-07 10:45:52,86.6 MiB
2025-07-07 10:45:53,86.6 MiB
2025-07-07 10:45:54,86.6 MiB
2025-07-07 10:45:55,86.6 MiB
2025-07-07 10:45:56,86.6 MiB
2025-07-07 10:45:57,86.6 MiB
2025-07-07 10:45:58,86.6 MiB
2025-07-07 10:45:59,86.6 MiB
2025-07-07 10:46:00,86.6 MiB
2025-07-07 10:46:01,86.6 MiB
2025-07-07 10:46:02,86.6 MiB
2025-07-07 10:46:03,86.6 MiB
2025-07-07 10:46:04,86.6 MiB
2025-07-07 10:46:05,86.6 MiB
2025-07-07 10:46:06,86.6 MiB
2025-07-07 10:46:07,86.6 MiB
2025-07-07 10:46:08,86.6 MiB
2025-07-07 10:46:09,86.6 MiB
2025-07-07 10:46:10,86.6 MiB
2025-07-07 10:46:11,86.6 MiB
2025-07-07 10:46:12,86.6 MiB
2025-07-07 10:46:13,86.6 MiB
2025-07-07 10:46:14,86.6 MiB
2025-07-07 10:46:15,86.6 MiB
2025-07-07 10:46:16,86.6 MiB
2025-07-07 10:46:17,86.6 MiB
2025-07-07 10:46:18,86.6 MiB
2025-07-07 10:46:19,86.6 MiB
2025-07-07 10:46:20,86.6 MiB
2025-07-07 10:46:21,86.6 MiB
2025-07-07 10:46:22,86.6 MiB
2025-07-07 10:46:23,86.6 MiB
2025-07-07 10:46:24,86.6 MiB
2025-07-07 10:46:25,86.6 MiB
2025-07-07 10:46:26,86.6 MiB
2025-07-07 10:46:27,86.6 MiB
2025-07-07 10:46:28,86.6 MiB
2025-07-07 10:46:29,86.6 MiB
2025-07-07 10:46:30,86.6 MiB
2025-07-07 10:46:31,86.6 MiB
2025-07-07 10:46:32,86.6 MiB
2025-07-07 10:46:33,86.6 MiB
2025-07-07 10:46:34,88.9 MiB
2025-07-07 10:46:35,88.9 MiB
2025-07-07 10:46:36,88.9 MiB
2025-07-07 10:46:37,88.9 MiB
2025-07-07 10:46:38,88.9 MiB
2025-07-07 10:46:39,88.9 MiB
2025-07-07 10:46:40,88.9 MiB
2025-07-07 10:46:41,88.9 MiB
2025-07-07 10:46:42,88.9 MiB
2025-07-07 10:46:43,88.9 MiB
2025-07-07 10:46:44,88.9 MiB
2025-07-07 10:46:45,88.9 MiB
2025-07-07 10:46:46,88.9 MiB
2025-07-07 10:46:47,88.9 MiB
2025-07-07 10:46:48,88.9 MiB
2025-07-07 10:46:49,88.9 MiB
2025-07-07 10:46:50,88.9 MiB
2025-07-07 10:46:51,88.9 MiB
2025-07-07 10:46:52,88.9 MiB
2025-07-07 10:46:53,88.9 MiB
2025-07-07 10:46:54,88.9 MiB
2025-07-07 10:46:55,88.9 MiB
2025-07-07 10:46:56,88.9 MiB
2025-07-07 10:46:57,88.9 MiB
2025-07-07 10:46:58,88.9 MiB
2025-07-07 10:46:59,88.9 MiB
2025-07-07 10:47:00,88.9 MiB
2025-07-07 10:47:01,88.9 MiB
2025-07-07 10:47:02,88.9 MiB
2025-07-07 10:47:03,88.9 MiB
2025-07-07 10:47:04,88.9 MiB
2025-07-07 10:47:05,86.8 MiB
2025-07-07 10:47:06,86.8 MiB
2025-07-07 10:47:07,86.8 MiB
2025-07-07 10:47:08,86.8 MiB
2025-07-07 10:47:09,86.8 MiB
2025-07-07 10:47:10,86.8 MiB
2025-07-07 10:47:11,86.8 MiB
2025-07-07 10:47:12,86.8 MiB
2025-07-07 10:47:13,86.8 MiB
2025-07-07 10:47:14,86.8 MiB
2025-07-07 10:47:15,86.8 MiB
2025-07-07 10:47:16,86.8 MiB
2025-07-07 10:47:17,86.8 MiB
2025-07-07 10:47:18,86.8 MiB
2025-07-07 10:47:19,86.8 MiB
2025-07-07 10:47:20,86.8 MiB
2025-07-07 10:47:21,86.8 MiB
2025-07-07 10:47:22,86.8 MiB
2025-07-07 10:47:23,86.8 MiB
2025-07-07 10:47:24,86.8 MiB
2025-07-07 10:47:25,86.8 MiB
2025-07-07 10:47:26,86.8 MiB
2025-07-07 10:47:27,86.8 MiB
2025-07-07 10:47:28,86.8 MiB
2025-07-07 10:47:29,86.8 MiB
2025-07-07 10:47:30,86.8 MiB
2025-07-07 10:47:31,86.9 MiB
2025-07-07 10:47:32,86.9 MiB
2025-07-07 10:47:33,86.9 MiB
2025-07-07 10:47:34,86.9 MiB
2025-07-07 10:47:35,86.9 MiB
2025-07-07 10:47:36,86.9 MiB
2025-07-07 10:47:37,86.9 MiB
2025-07-07 10:47:38,86.9 MiB
2025-07-07 10:47:39,86.9 MiB
2025-07-07 10:47:40,86.9 MiB
2025-07-07 10:47:41,86.9 MiB
2025-07-07 10:47:42,86.9 MiB
2025-07-07 10:47:43,86.9 MiB
2025-07-07 10:47:44,86.9 MiB
2025-07-07 10:47:45,86.9 MiB
2025-07-07 10:47:46,86.9 MiB
2025-07-07 10:47:47,86.9 MiB
2025-07-07 10:47:48,86.9 MiB
2025-07-07 10:47:49,86.9 MiB
2025-07-07 10:47:50,86.9 MiB
2025-07-07 10:47:51,86.9 MiB
2025-07-07 10:47:52,86.9 MiB
2025-07-07 10:47:53,86.9 MiB
2025-07-07 10:47:54,86.9 MiB
2025-07-07 10:47:55,86.9 MiB
2025-07-07 10:47:56,86.9 MiB
2025-07-07 10:47:57,86.9 MiB
2025-07-07 10:47:58,86.8 MiB
2025-07-07 10:47:59,86.8 MiB
2025-07-07 10:48:00,86.8 MiB
2025-07-07 10:48:01,86.8 MiB
2025-07-07 10:48:02,86.8 MiB
2025-07-07 10:48:03,86.8 MiB
2025-07-07 10:48:04,86.8 MiB
2025-07-07 10:48:05,86.8 MiB
2025-07-07 10:48:06,86.8 MiB
2025-07-07 10:48:07,86.8 MiB
2025-07-07 10:48:08,86.8 MiB
2025-07-07 10:48:09,86.8 MiB
2025-07-07 10:48:10,86.8 MiB
2025-07-07 10:48:11,86.8 MiB
2025-07-07 10:48:12,86.8 MiB
2025-07-07 10:48:13,86.8 MiB
2025-07-07 10:48:14,86.8 MiB
2025-07-07 10:48:15,86.8 MiB
2025-07-07 10:48:16,86.8 MiB
2025-07-07 10:48:17,86.8 MiB
2025-07-07 10:48:18,86.8 MiB
2025-07-07 10:48:19,86.8 MiB
2025-07-07 10:48:20,86.8 MiB
2025-07-07 10:48:21,86.8 MiB
2025-07-07 10:48:22,86.8 MiB
2025-07-07 10:48:23,86.8 MiB
2025-07-07 10:48:24,86.8 MiB
2025-07-07 10:48:25,86.8 MiB
2025-07-07 10:48:26,86.8 MiB
2025-07-07 10:48:27,86.8 MiB
2025-07-07 10:48:28,86.8 MiB
2025-07-07 10:48:29,86.8 MiB
2025-07-07 10:48:30,86.8 MiB
2025-07-07 10:48:31,86.8 MiB
2025-07-07 10:48:32,86.8 MiB
2025-07-07 10:48:33,86.8 MiB
2025-07-07 10:48:34,86.8 MiB
2025-07-07 10:48:35,86.8 MiB
2025-07-07 10:48:36,86.8 MiB
2025-07-07 10:48:37,86.8 MiB
2025-07-07 10:48:38,86.8 MiB
2025-07-07 10:48:39,86.8 MiB
2025-07-07 10:48:40,86.8 MiB
2025-07-07 10:48:41,86.8 MiB
2025-07-07 10:48:42,86.8 MiB
2025-07-07 10:48:43,86.8 MiB
2025-07-07 10:48:44,86.8 MiB
2025-07-07 10:48:45,86.8 MiB
2025-07-07 10:48:46,86.8 MiB
2025-07-07 10:48:47,86.8 MiB
2025-07-07 10:48:48,86.8 MiB
2025-07-07 10:48:49,86.8 MiB
2025-07-07 10:48:50,86.8 MiB
2025-07-07 10:48:51,136 MiB
2025-07-07 10:48:52,136 MiB
2025-07-07 10:48:53,136 MiB
2025-07-07 10:48:54,136 MiB
2025-07-07 10:48:55,136 MiB
2025-07-07 10:48:56,136 MiB
2025-07-07 10:48:57,136 MiB
2025-07-07 10:48:58,136 MiB
2025-07-07 10:48:59,136 MiB
2025-07-07 10:49:00,136 MiB
2025-07-07 10:49:01,136 MiB
2025-07-07 10:49:02,136 MiB
2025-07-07 10:49:03,136 MiB
2025-07-07 10:49:04,136 MiB
2025-07-07 10:49:05,136 MiB
2025-07-07 10:49:06,136 MiB
2025-07-07 10:49:07,136 MiB
2025-07-07 10:49:08,136 MiB
2025-07-07 10:49:09,136 MiB
2025-07-07 10:49:10,136 MiB
2025-07-07 10:49:11,137 MiB
2025-07-07 10:49:12,137 MiB
2025-07-07 10:49:13,137 MiB
2025-07-07 10:49:14,137 MiB
2025-07-07 10:49:15,137 MiB
2025-07-07 10:49:16,137 MiB
2025-07-07 10:49:17,137 MiB
2025-07-07 10:49:18,137 MiB
2025-07-07 10:49:19,137 MiB
2025-07-07 10:49:20,137 MiB
2025-07-07 10:49:21,137 MiB
2025-07-07 10:49:22,137 MiB
2025-07-07 10:49:23,137 MiB
2025-07-07 10:49:24,137 MiB
2025-07-07 10:49:25,137 MiB
2025-07-07 10:49:26,137 MiB
2025-07-07 10:49:27,137 MiB
2025-07-07 10:49:28,137 MiB
2025-07-07 10:49:29,137 MiB
2025-07-07 10:49:30,137 MiB
2025-07-07 10:49:31,137 MiB
2025-07-07 10:49:32,137 MiB
2025-07-07 10:49:33,137 MiB
2025-07-07 10:49:34,137 MiB
2025-07-07 10:49:35,137 MiB
2025-07-07 10:49:36,137 MiB
2025-07-07 10:49:37,137 MiB
2025-07-07 10:49:38,137 MiB
2025-07-07 10:49:39,137 MiB
2025-07-07 10:49:40,137 MiB
2025-07-07 10:49:41,87.6 MiB
2025-07-07 10:49:42,87.6 MiB
2025-07-07 10:49:43,87.6 MiB
2025-07-07 10:49:44,87.6 MiB
2025-07-07 10:49:45,87.6 MiB
2025-07-07 10:49:46,87.6 MiB
2025-07-07 10:49:47,87.6 MiB
2025-07-07 10:49:48,87.6 MiB
2025-07-07 10:49:49,87.6 MiB
2025-07-07 10:49:50,87.6 MiB
2025-07-07 10:49:51,87.6 MiB
2025-07-07 10:49:52,87.6 MiB
2025-07-07 10:49:53,87.6 MiB
2025-07-07 10:49:54,137 MiB
2025-07-07 10:49:55,137 MiB
2025-07-07 10:49:56,137 MiB
2025-07-07 10:49:57,137 MiB
2025-07-07 10:49:58,137 MiB
2025-07-07 10:49:59,137 MiB
2025-07-07 10:50:00,137 MiB
2025-07-07 10:50:01,137 MiB
2025-07-07 10:50:02,137 MiB
2025-07-07 10:50:03,137 MiB
2025-07-07 10:50:04,137 MiB
2025-07-07 10:50:05,137 MiB
2025-07-07 10:50:06,137 MiB
2025-07-07 10:50:07,137 MiB
2025-07-07 10:50:08,137 MiB
2025-07-07 10:50:09,87.5 MiB
2025-07-07 10:50:10,87.5 MiB
2025-07-07 10:50:11,87.5 MiB
2025-07-07 10:50:12,87.5 MiB
2025-07-07 10:50:13,87.5 MiB
2025-07-07 10:50:14,87.5 MiB
2025-07-07 10:50:15,87.5 MiB
2025-07-07 10:50:16,87.5 MiB
2025-07-07 10:50:17,87.5 MiB
2025-07-07 10:50:18,87.5 MiB
2025-07-07 10:50:19,87.5 MiB
2025-07-07 10:50:20,87.5 MiB
2025-07-07 10:50:21,87.5 MiB
2025-07-07 10:50:22,87.5 MiB
2025-07-07 10:50:23,87.5 MiB
2025-07-07 10:50:24,87.5 MiB
2025-07-07 10:50:25,87.5 MiB
2025-07-07 10:50:26,87.5 MiB
2025-07-07 10:50:27,87.5 MiB
2025-07-07 10:50:28,87.8 MiB
2025-07-07 10:50:29,87.8 MiB
2025-07-07 10:50:30,87.8 MiB
2025-07-07 10:50:31,87.8 MiB
2025-07-07 10:50:32,87.8 MiB
2025-07-07 10:50:33,87.8 MiB
2025-07-07 10:50:34,87.8 MiB
2025-07-07 10:50:35,87.8 MiB
2025-07-07 10:50:36,87.8 MiB
2025-07-07 10:50:37,87.8 MiB
2025-07-07 10:50:38,87.8 MiB
2025-07-07 10:50:39,87.8 MiB
2025-07-07 10:50:40,87.8 MiB
2025-07-07 10:50:41,88.0 MiB
2025-07-07 10:50:42,88.0 MiB
2025-07-07 10:50:43,88.0 MiB
2025-07-07 10:50:44,88.0 MiB
2025-07-07 10:50:45,88.0 MiB
2025-07-07 10:50:46,88.0 MiB
2025-07-07 10:50:47,88.0 MiB
2025-07-07 10:50:48,88.0 MiB
2025-07-07 10:50:49,88.0 MiB
2025-07-07 10:50:50,88.0 MiB
2025-07-07 10:50:51,88.0 MiB
2025-07-07 10:50:52,88.0 MiB
2025-07-07 10:50:53,88.0 MiB
2025-07-07 10:50:54,88.0 MiB
2025-07-07 10:50:55,88.0 MiB
2025-07-07 10:50:56,87.8 MiB
2025-07-07 10:50:57,87.8 MiB
2025-07-07 10:50:58,87.8 MiB
2025-07-07 10:50:59,87.8 MiB
2025-07-07 10:51:00,87.8 MiB
2025-07-07 10:51:01,87.8 MiB
2025-07-07 10:51:02,87.8 MiB
2025-07-07 10:51:03,87.8 MiB
2025-07-07 10:51:04,87.8 MiB
2025-07-07 10:51:05,87.8 MiB
2025-07-07 10:51:06,87.8 MiB
2025-07-07 10:51:07,87.8 MiB
2025-07-07 10:51:08,87.8 MiB
2025-07-07 10:51:09,87.8 MiB
2025-07-07 10:51:10,87.8 MiB
2025-07-07 10:51:11,87.8 MiB
2025-07-07 10:51:12,87.8 MiB
2025-07-07 10:51:13,87.8 MiB
2025-07-07 10:51:14,87.8 MiB
2025-07-07 10:51:15,87.8 MiB
2025-07-07 10:51:16,87.8 MiB
2025-07-07 10:51:17,87.8 MiB
2025-07-07 10:51:18,87.8 MiB
2025-07-07 10:51:19,87.8 MiB
2025-07-07 10:51:20,87.8 MiB
2025-07-07 10:51:21,87.8 MiB
2025-07-07 10:51:22,87.8 MiB
2025-07-07 10:51:23,87.8 MiB
2025-07-07 10:51:24,87.8 MiB
2025-07-07 10:51:25,87.8 MiB
2025-07-07 10:51:26,87.8 MiB
2025-07-07 10:51:27,87.8 MiB
2025-07-07 10:51:28,87.8 MiB
2025-07-07 10:51:29,87.8 MiB
2025-07-07 10:51:30,87.8 MiB
