"Time","image-preprocess-5f55954c55-gs52z"
2025-07-07 15:16:00,86.4 MiB
2025-07-07 15:16:02,86.4 MiB
2025-07-07 15:16:04,86.4 MiB
2025-07-07 15:16:06,86.4 MiB
2025-07-07 15:16:08,86.4 MiB
2025-07-07 15:16:10,132 MiB
2025-07-07 15:16:12,132 MiB
2025-07-07 15:16:14,132 MiB
2025-07-07 15:16:16,132 MiB
2025-07-07 15:16:18,132 MiB
2025-07-07 15:16:20,132 MiB
2025-07-07 15:16:22,132 MiB
2025-07-07 15:16:24,132 MiB
2025-07-07 15:16:26,132 MiB
2025-07-07 15:16:28,132 MiB
2025-07-07 15:16:30,132 MiB
2025-07-07 15:16:32,132 MiB
2025-07-07 15:16:34,132 MiB
2025-07-07 15:16:36,132 MiB
2025-07-07 15:16:38,132 MiB
2025-07-07 15:16:40,132 MiB
2025-07-07 15:16:42,133 MiB
2025-07-07 15:16:44,133 MiB
2025-07-07 15:16:46,133 MiB
2025-07-07 15:16:48,133 MiB
2025-07-07 15:16:50,133 MiB
2025-07-07 15:16:52,133 MiB
2025-07-07 15:16:54,133 MiB
2025-07-07 15:16:56,133 MiB
2025-07-07 15:16:58,135 MiB
2025-07-07 15:17:00,135 MiB
2025-07-07 15:17:02,135 MiB
2025-07-07 15:17:04,135 MiB
2025-07-07 15:17:06,135 MiB
2025-07-07 15:17:08,135 MiB
2025-07-07 15:17:10,135 MiB
2025-07-07 15:17:12,135 MiB
2025-07-07 15:17:14,133 MiB
2025-07-07 15:17:16,133 MiB
2025-07-07 15:17:18,133 MiB
2025-07-07 15:17:20,133 MiB
2025-07-07 15:17:22,133 MiB
2025-07-07 15:17:24,95.0 MiB
2025-07-07 15:17:26,95.0 MiB
2025-07-07 15:17:28,95.0 MiB
2025-07-07 15:17:30,95.0 MiB
2025-07-07 15:17:32,95.0 MiB
2025-07-07 15:17:34,95.0 MiB
2025-07-07 15:17:36,95.0 MiB
2025-07-07 15:17:38,95.0 MiB
2025-07-07 15:17:40,95.0 MiB
2025-07-07 15:17:42,133 MiB
2025-07-07 15:17:44,133 MiB
2025-07-07 15:17:46,133 MiB
2025-07-07 15:17:48,133 MiB
2025-07-07 15:17:50,133 MiB
2025-07-07 15:17:52,133 MiB
2025-07-07 15:17:54,133 MiB
2025-07-07 15:17:56,133 MiB
2025-07-07 15:17:58,133 MiB
2025-07-07 15:18:00,133 MiB
2025-07-07 15:18:02,133 MiB
2025-07-07 15:18:04,133 MiB
2025-07-07 15:18:06,130 MiB
2025-07-07 15:18:08,130 MiB
2025-07-07 15:18:10,130 MiB
2025-07-07 15:18:12,130 MiB
2025-07-07 15:18:14,130 MiB
2025-07-07 15:18:16,133 MiB
2025-07-07 15:18:18,133 MiB
2025-07-07 15:18:20,133 MiB
2025-07-07 15:18:22,133 MiB
2025-07-07 15:18:24,133 MiB
2025-07-07 15:18:26,133 MiB
2025-07-07 15:18:28,133 MiB
2025-07-07 15:18:30,133 MiB
2025-07-07 15:18:32,134 MiB
2025-07-07 15:18:34,134 MiB
2025-07-07 15:18:36,134 MiB
2025-07-07 15:18:38,134 MiB
2025-07-07 15:18:40,134 MiB
2025-07-07 15:18:42,134 MiB
2025-07-07 15:18:44,134 MiB
2025-07-07 15:18:46,134 MiB
2025-07-07 15:18:48,134 MiB
2025-07-07 15:18:50,134 MiB
2025-07-07 15:18:52,134 MiB
2025-07-07 15:18:54,134 MiB
2025-07-07 15:18:56,134 MiB
2025-07-07 15:18:58,134 MiB
2025-07-07 15:19:00,134 MiB
2025-07-07 15:19:02,134 MiB
2025-07-07 15:19:04,134 MiB
2025-07-07 15:19:06,134 MiB
2025-07-07 15:19:08,134 MiB
2025-07-07 15:19:10,134 MiB
2025-07-07 15:19:12,134 MiB
2025-07-07 15:19:14,134 MiB
2025-07-07 15:19:16,134 MiB
2025-07-07 15:19:18,134 MiB
2025-07-07 15:19:20,134 MiB
2025-07-07 15:19:22,136 MiB
2025-07-07 15:19:24,136 MiB
2025-07-07 15:19:26,136 MiB
2025-07-07 15:19:28,136 MiB
2025-07-07 15:19:30,136 MiB
2025-07-07 15:19:32,136 MiB
2025-07-07 15:19:34,136 MiB
2025-07-07 15:19:36,136 MiB
2025-07-07 15:19:38,134 MiB
2025-07-07 15:19:40,134 MiB
2025-07-07 15:19:42,134 MiB
2025-07-07 15:19:44,134 MiB
2025-07-07 15:19:46,134 MiB
2025-07-07 15:19:48,134 MiB
2025-07-07 15:19:50,134 MiB
2025-07-07 15:19:52,134 MiB
2025-07-07 15:19:54,134 MiB
2025-07-07 15:19:56,131 MiB
2025-07-07 15:19:58,131 MiB
2025-07-07 15:20:00,131 MiB
2025-07-07 15:20:02,131 MiB
2025-07-07 15:20:04,131 MiB
2025-07-07 15:20:06,131 MiB
2025-07-07 15:20:08,131 MiB
2025-07-07 15:20:10,131 MiB
2025-07-07 15:20:12,88.1 MiB
2025-07-07 15:20:14,88.1 MiB
2025-07-07 15:20:16,88.1 MiB
2025-07-07 15:20:18,88.1 MiB
2025-07-07 15:20:20,88.1 MiB
2025-07-07 15:20:22,88.1 MiB
2025-07-07 15:20:24,88.1 MiB
2025-07-07 15:20:26,88.1 MiB
2025-07-07 15:20:28,88.1 MiB
2025-07-07 15:20:30,88.1 MiB
2025-07-07 15:20:32,89.2 MiB
2025-07-07 15:20:34,89.2 MiB
2025-07-07 15:20:36,89.2 MiB
2025-07-07 15:20:38,89.2 MiB
2025-07-07 15:20:40,89.2 MiB
2025-07-07 15:20:42,89.2 MiB
2025-07-07 15:20:44,89.2 MiB
2025-07-07 15:20:46,89.2 MiB
2025-07-07 15:20:48,89.2 MiB
2025-07-07 15:20:50,89.0 MiB
2025-07-07 15:20:52,89.0 MiB
2025-07-07 15:20:54,89.0 MiB
2025-07-07 15:20:56,89.0 MiB
2025-07-07 15:20:58,89.0 MiB
2025-07-07 15:21:00,134 MiB
2025-07-07 15:21:02,134 MiB
2025-07-07 15:21:04,134 MiB
2025-07-07 15:21:06,134 MiB
2025-07-07 15:21:08,134 MiB
2025-07-07 15:21:10,134 MiB
2025-07-07 15:21:12,134 MiB
2025-07-07 15:21:14,134 MiB
2025-07-07 15:21:16,134 MiB
2025-07-07 15:21:18,134 MiB
2025-07-07 15:21:20,134 MiB
2025-07-07 15:21:22,134 MiB
2025-07-07 15:21:24,134 MiB
2025-07-07 15:21:26,134 MiB
2025-07-07 15:21:28,134 MiB
2025-07-07 15:21:30,134 MiB
2025-07-07 15:21:32,134 MiB
2025-07-07 15:21:34,134 MiB
2025-07-07 15:21:36,134 MiB
2025-07-07 15:21:38,134 MiB
2025-07-07 15:21:40,133 MiB
2025-07-07 15:21:42,133 MiB
2025-07-07 15:21:44,133 MiB
2025-07-07 15:21:46,133 MiB
2025-07-07 15:21:48,133 MiB
2025-07-07 15:21:50,133 MiB
2025-07-07 15:21:52,133 MiB
2025-07-07 15:21:54,133 MiB
2025-07-07 15:21:56,134 MiB
2025-07-07 15:21:58,134 MiB
2025-07-07 15:22:00,134 MiB
2025-07-07 15:22:02,134 MiB
2025-07-07 15:22:04,134 MiB
2025-07-07 15:22:06,134 MiB
2025-07-07 15:22:08,134 MiB
2025-07-07 15:22:10,134 MiB
2025-07-07 15:22:12,134 MiB
2025-07-07 15:22:14,134 MiB
2025-07-07 15:22:16,133 MiB
2025-07-07 15:22:18,133 MiB
2025-07-07 15:22:20,133 MiB
2025-07-07 15:22:22,133 MiB
2025-07-07 15:22:24,133 MiB
2025-07-07 15:22:26,133 MiB
2025-07-07 15:22:28,87.6 MiB
2025-07-07 15:22:30,87.6 MiB
2025-07-07 15:22:32,87.6 MiB
2025-07-07 15:22:34,87.6 MiB
2025-07-07 15:22:36,87.6 MiB
2025-07-07 15:22:38,87.6 MiB
2025-07-07 15:22:40,87.6 MiB
2025-07-07 15:22:42,87.6 MiB
2025-07-07 15:22:44,96.1 MiB
2025-07-07 15:22:46,96.1 MiB
2025-07-07 15:22:48,96.1 MiB
2025-07-07 15:22:50,96.1 MiB
2025-07-07 15:22:52,96.1 MiB
2025-07-07 15:22:54,136 MiB
2025-07-07 15:22:56,136 MiB
2025-07-07 15:22:58,136 MiB
2025-07-07 15:23:00,136 MiB
2025-07-07 15:23:02,136 MiB
2025-07-07 15:23:04,136 MiB
2025-07-07 15:23:06,136 MiB
2025-07-07 15:23:08,136 MiB
2025-07-07 15:23:10,133 MiB
2025-07-07 15:23:12,133 MiB
2025-07-07 15:23:14,133 MiB
2025-07-07 15:23:16,133 MiB
2025-07-07 15:23:18,133 MiB
2025-07-07 15:23:20,133 MiB
2025-07-07 15:23:22,133 MiB
2025-07-07 15:23:24,133 MiB
2025-07-07 15:23:26,87.5 MiB
2025-07-07 15:23:28,87.5 MiB
2025-07-07 15:23:30,87.5 MiB
2025-07-07 15:23:32,87.5 MiB
2025-07-07 15:23:34,87.5 MiB
2025-07-07 15:23:36,87.5 MiB
2025-07-07 15:23:38,87.5 MiB
2025-07-07 15:23:40,87.5 MiB
2025-07-07 15:23:42,96.0 MiB
2025-07-07 15:23:44,96.0 MiB
2025-07-07 15:23:46,96.0 MiB
2025-07-07 15:23:48,96.0 MiB
2025-07-07 15:23:50,96.0 MiB
2025-07-07 15:23:52,96.0 MiB
2025-07-07 15:23:54,133 MiB
2025-07-07 15:23:56,133 MiB
2025-07-07 15:23:58,133 MiB
2025-07-07 15:24:00,133 MiB
2025-07-07 15:24:02,133 MiB
2025-07-07 15:24:04,133 MiB
2025-07-07 15:24:06,133 MiB
2025-07-07 15:24:08,133 MiB
2025-07-07 15:24:10,133 MiB
2025-07-07 15:24:12,134 MiB
2025-07-07 15:24:14,134 MiB
2025-07-07 15:24:16,134 MiB
2025-07-07 15:24:18,134 MiB
2025-07-07 15:24:20,134 MiB
2025-07-07 15:24:22,134 MiB
2025-07-07 15:24:24,134 MiB
2025-07-07 15:24:26,134 MiB
2025-07-07 15:24:28,134 MiB
2025-07-07 15:24:30,134 MiB
2025-07-07 15:24:32,134 MiB
2025-07-07 15:24:34,134 MiB
2025-07-07 15:24:36,134 MiB
2025-07-07 15:24:38,134 MiB
2025-07-07 15:24:40,134 MiB
2025-07-07 15:24:42,87.6 MiB
2025-07-07 15:24:44,87.6 MiB
2025-07-07 15:24:46,87.6 MiB
2025-07-07 15:24:48,87.6 MiB
2025-07-07 15:24:50,87.6 MiB
2025-07-07 15:24:52,87.6 MiB
2025-07-07 15:24:54,87.6 MiB
2025-07-07 15:24:56,87.6 MiB
2025-07-07 15:24:58,83.3 MiB
2025-07-07 15:25:00,83.3 MiB
2025-07-07 15:25:02,83.3 MiB
2025-07-07 15:25:04,83.3 MiB
2025-07-07 15:25:06,83.3 MiB
2025-07-07 15:25:08,83.3 MiB
2025-07-07 15:25:10,83.3 MiB
2025-07-07 15:25:12,83.3 MiB
2025-07-07 15:25:14,83.3 MiB
2025-07-07 15:25:16,96.0 MiB
2025-07-07 15:25:18,96.0 MiB
2025-07-07 15:25:20,96.0 MiB
2025-07-07 15:25:22,96.0 MiB
2025-07-07 15:25:24,96.0 MiB
2025-07-07 15:25:26,96.0 MiB
2025-07-07 15:25:28,96.0 MiB
2025-07-07 15:25:30,134 MiB
2025-07-07 15:25:32,134 MiB
2025-07-07 15:25:34,134 MiB
2025-07-07 15:25:36,134 MiB
2025-07-07 15:25:38,134 MiB
2025-07-07 15:25:40,134 MiB
2025-07-07 15:25:42,134 MiB
2025-07-07 15:25:44,134 MiB
2025-07-07 15:25:46,134 MiB
2025-07-07 15:25:48,134 MiB
2025-07-07 15:25:50,134 MiB
2025-07-07 15:25:52,134 MiB
2025-07-07 15:25:54,134 MiB
2025-07-07 15:25:56,134 MiB
2025-07-07 15:25:58,134 MiB
2025-07-07 15:26:00,134 MiB
2025-07-07 15:26:02,134 MiB
2025-07-07 15:26:04,135 MiB
2025-07-07 15:26:06,135 MiB
2025-07-07 15:26:08,135 MiB
2025-07-07 15:26:10,135 MiB
2025-07-07 15:26:12,135 MiB
2025-07-07 15:26:14,135 MiB
2025-07-07 15:26:16,135 MiB
2025-07-07 15:26:18,135 MiB
2025-07-07 15:26:20,135 MiB
2025-07-07 15:26:22,135 MiB
2025-07-07 15:26:24,135 MiB
2025-07-07 15:26:26,135 MiB
2025-07-07 15:26:28,135 MiB
2025-07-07 15:26:30,135 MiB
2025-07-07 15:26:32,135 MiB
2025-07-07 15:26:34,134 MiB
2025-07-07 15:26:36,134 MiB
2025-07-07 15:26:38,134 MiB
2025-07-07 15:26:40,134 MiB
2025-07-07 15:26:42,134 MiB
2025-07-07 15:26:44,134 MiB
2025-07-07 15:26:46,134 MiB
2025-07-07 15:26:48,134 MiB
2025-07-07 15:26:50,87.1 MiB
2025-07-07 15:26:52,87.1 MiB
2025-07-07 15:26:54,87.1 MiB
2025-07-07 15:26:56,87.1 MiB
2025-07-07 15:26:58,87.1 MiB
2025-07-07 15:27:00,87.1 MiB
2025-07-07 15:27:02,87.1 MiB
2025-07-07 15:27:04,134 MiB
2025-07-07 15:27:06,134 MiB
2025-07-07 15:27:08,134 MiB
2025-07-07 15:27:10,134 MiB
2025-07-07 15:27:12,134 MiB
2025-07-07 15:27:14,134 MiB
2025-07-07 15:27:16,134 MiB
2025-07-07 15:27:18,134 MiB
2025-07-07 15:27:20,134 MiB
2025-07-07 15:27:22,134 MiB
2025-07-07 15:27:24,134 MiB
2025-07-07 15:27:26,134 MiB
2025-07-07 15:27:28,134 MiB
2025-07-07 15:27:30,134 MiB
2025-07-07 15:27:32,134 MiB
2025-07-07 15:27:34,134 MiB
2025-07-07 15:27:36,136 MiB
2025-07-07 15:27:38,136 MiB
2025-07-07 15:27:40,136 MiB
2025-07-07 15:27:42,136 MiB
2025-07-07 15:27:44,136 MiB
2025-07-07 15:27:46,136 MiB
2025-07-07 15:27:48,110 MiB
2025-07-07 15:27:50,110 MiB
2025-07-07 15:27:52,110 MiB
2025-07-07 15:27:54,110 MiB
2025-07-07 15:27:56,110 MiB
2025-07-07 15:27:58,110 MiB
2025-07-07 15:28:00,110 MiB
2025-07-07 15:28:02,110 MiB
2025-07-07 15:28:04,110 MiB
2025-07-07 15:28:06,88.6 MiB
2025-07-07 15:28:08,88.6 MiB
2025-07-07 15:28:10,88.6 MiB
2025-07-07 15:28:12,88.6 MiB
2025-07-07 15:28:14,88.6 MiB
2025-07-07 15:28:16,88.6 MiB
2025-07-07 15:28:18,88.6 MiB
2025-07-07 15:28:20,133 MiB
2025-07-07 15:28:22,133 MiB
2025-07-07 15:28:24,133 MiB
2025-07-07 15:28:26,133 MiB
2025-07-07 15:28:28,133 MiB
2025-07-07 15:28:30,133 MiB
2025-07-07 15:28:32,133 MiB
2025-07-07 15:28:34,133 MiB
2025-07-07 15:28:36,133 MiB
2025-07-07 15:28:38,134 MiB
2025-07-07 15:28:40,134 MiB
2025-07-07 15:28:42,134 MiB
2025-07-07 15:28:44,134 MiB
2025-07-07 15:28:46,134 MiB
2025-07-07 15:28:48,134 MiB
2025-07-07 15:28:50,134 MiB
2025-07-07 15:28:52,134 MiB
2025-07-07 15:28:54,134 MiB
2025-07-07 15:28:56,133 MiB
2025-07-07 15:28:58,133 MiB
2025-07-07 15:29:00,133 MiB
2025-07-07 15:29:02,133 MiB
2025-07-07 15:29:04,133 MiB
2025-07-07 15:29:06,133 MiB
2025-07-07 15:29:08,133 MiB
2025-07-07 15:29:10,133 MiB
2025-07-07 15:29:12,134 MiB
2025-07-07 15:29:14,134 MiB
2025-07-07 15:29:16,134 MiB
2025-07-07 15:29:18,134 MiB
2025-07-07 15:29:20,134 MiB
2025-07-07 15:29:22,134 MiB
2025-07-07 15:29:24,134 MiB
2025-07-07 15:29:26,134 MiB
2025-07-07 15:29:28,134 MiB
2025-07-07 15:29:30,134 MiB
2025-07-07 15:29:32,134 MiB
2025-07-07 15:29:34,134 MiB
2025-07-07 15:29:36,88.0 MiB
2025-07-07 15:29:38,88.0 MiB
2025-07-07 15:29:40,88.0 MiB
2025-07-07 15:29:42,88.0 MiB
2025-07-07 15:29:44,88.0 MiB
2025-07-07 15:29:46,88.0 MiB
2025-07-07 15:29:48,88.0 MiB
2025-07-07 15:29:50,88.0 MiB
2025-07-07 15:29:52,88.0 MiB
2025-07-07 15:29:54,83.2 MiB
2025-07-07 15:29:56,83.2 MiB
2025-07-07 15:29:58,83.2 MiB
2025-07-07 15:30:00,83.2 MiB
2025-07-07 15:30:02,83.2 MiB
2025-07-07 15:30:04,83.2 MiB
2025-07-07 15:30:06,83.2 MiB
2025-07-07 15:30:08,83.2 MiB
2025-07-07 15:30:10,83.2 MiB
2025-07-07 15:30:12,83.2 MiB
2025-07-07 15:30:14,83.2 MiB
2025-07-07 15:30:16,83.2 MiB
2025-07-07 15:30:18,83.2 MiB
2025-07-07 15:30:20,83.2 MiB
2025-07-07 15:30:22,83.2 MiB
2025-07-07 15:30:24,83.2 MiB
2025-07-07 15:30:26,83.2 MiB
2025-07-07 15:30:28,83.2 MiB
2025-07-07 15:30:30,83.2 MiB
2025-07-07 15:30:32,83.2 MiB
2025-07-07 15:30:34,83.2 MiB
2025-07-07 15:30:36,83.2 MiB
2025-07-07 15:30:38,83.2 MiB
2025-07-07 15:30:40,83.2 MiB
2025-07-07 15:30:42,83.2 MiB
2025-07-07 15:30:44,83.2 MiB
2025-07-07 15:30:46,83.2 MiB
2025-07-07 15:30:48,82.9 MiB
2025-07-07 15:30:50,82.9 MiB
2025-07-07 15:30:52,82.9 MiB
2025-07-07 15:30:54,82.9 MiB
2025-07-07 15:30:56,82.9 MiB
2025-07-07 15:30:58,82.9 MiB
2025-07-07 15:31:00,82.9 MiB
2025-07-07 15:31:02,82.9 MiB
2025-07-07 15:31:04,82.9 MiB
2025-07-07 15:31:06,82.9 MiB
2025-07-07 15:31:08,82.9 MiB
2025-07-07 15:31:10,82.9 MiB
2025-07-07 15:31:12,82.9 MiB
2025-07-07 15:31:14,82.9 MiB
2025-07-07 15:31:16,82.9 MiB
2025-07-07 15:31:18,82.9 MiB
2025-07-07 15:31:20,82.9 MiB
2025-07-07 15:31:22,82.9 MiB
2025-07-07 15:31:24,82.9 MiB
2025-07-07 15:31:26,82.9 MiB
2025-07-07 15:31:28,82.9 MiB
2025-07-07 15:31:30,82.9 MiB
2025-07-07 15:31:32,82.9 MiB
2025-07-07 15:31:34,82.9 MiB
2025-07-07 15:31:36,82.9 MiB
2025-07-07 15:31:38,82.9 MiB
2025-07-07 15:31:40,82.9 MiB
2025-07-07 15:31:42,82.9 MiB
2025-07-07 15:31:44,82.9 MiB
2025-07-07 15:31:46,82.9 MiB
2025-07-07 15:31:48,82.9 MiB
2025-07-07 15:31:50,82.9 MiB
2025-07-07 15:31:52,82.9 MiB
2025-07-07 15:31:54,82.9 MiB
2025-07-07 15:31:56,82.9 MiB
2025-07-07 15:31:58,82.9 MiB
2025-07-07 15:32:00,82.9 MiB
