"Time","image-stats-746c9bfb67-ttxt9"
2025-07-07 15:18:40,34.8 MiB
2025-07-07 15:18:42,34.8 MiB
2025-07-07 15:18:44,34.8 MiB
2025-07-07 15:18:46,34.8 MiB
2025-07-07 15:18:48,34.8 MiB
2025-07-07 15:18:50,34.9 MiB
2025-07-07 15:18:52,34.9 MiB
2025-07-07 15:18:54,34.9 MiB
2025-07-07 15:18:56,34.9 MiB
2025-07-07 15:18:58,34.9 MiB
2025-07-07 15:19:00,34.9 MiB
2025-07-07 15:19:02,34.9 MiB
2025-07-07 15:19:04,34.9 MiB
2025-07-07 15:19:06,35.0 MiB
2025-07-07 15:19:08,35.0 MiB
2025-07-07 15:19:10,35.0 MiB
2025-07-07 15:19:12,35.0 MiB
2025-07-07 15:19:14,35.0 MiB
2025-07-07 15:19:16,35.0 MiB
2025-07-07 15:19:18,35.0 MiB
2025-07-07 15:19:20,35.0 MiB
2025-07-07 15:19:22,35.0 MiB
2025-07-07 15:19:24,35.0 MiB
2025-07-07 15:19:26,35.0 MiB
2025-07-07 15:19:28,35.0 MiB
2025-07-07 15:19:30,35.0 MiB
2025-07-07 15:19:32,35.0 MiB
2025-07-07 15:19:34,35.0 MiB
2025-07-07 15:19:36,35.0 MiB
2025-07-07 15:19:38,35.0 MiB
2025-07-07 15:19:40,35.0 MiB
2025-07-07 15:19:42,35.0 MiB
2025-07-07 15:19:44,35.2 MiB
2025-07-07 15:19:46,35.2 MiB
2025-07-07 15:19:48,35.2 MiB
2025-07-07 15:19:50,35.2 MiB
2025-07-07 15:19:52,35.2 MiB
2025-07-07 15:19:54,35.2 MiB
2025-07-07 15:19:56,35.2 MiB
2025-07-07 15:19:58,35.2 MiB
2025-07-07 15:20:00,35.2 MiB
2025-07-07 15:20:02,35.2 MiB
2025-07-07 15:20:04,35.2 MiB
2025-07-07 15:20:06,35.2 MiB
2025-07-07 15:20:08,35.2 MiB
2025-07-07 15:20:10,35.2 MiB
2025-07-07 15:20:12,35.2 MiB
2025-07-07 15:20:14,35.2 MiB
2025-07-07 15:20:16,35.3 MiB
2025-07-07 15:20:18,35.3 MiB
2025-07-07 15:20:20,35.3 MiB
2025-07-07 15:20:22,35.3 MiB
2025-07-07 15:20:24,35.3 MiB
2025-07-07 15:20:26,35.3 MiB
2025-07-07 15:20:28,35.3 MiB
2025-07-07 15:20:30,35.3 MiB
2025-07-07 15:20:32,35.3 MiB
2025-07-07 15:20:34,35.4 MiB
2025-07-07 15:20:36,35.4 MiB
2025-07-07 15:20:38,35.4 MiB
2025-07-07 15:20:40,35.4 MiB
2025-07-07 15:20:42,35.4 MiB
2025-07-07 15:20:44,35.4 MiB
2025-07-07 15:20:46,35.4 MiB
2025-07-07 15:20:48,35.5 MiB
2025-07-07 15:20:50,35.5 MiB
2025-07-07 15:20:52,35.5 MiB
2025-07-07 15:20:54,35.5 MiB
2025-07-07 15:20:56,35.5 MiB
2025-07-07 15:20:58,35.5 MiB
2025-07-07 15:21:00,35.5 MiB
2025-07-07 15:21:02,35.5 MiB
2025-07-07 15:21:04,35.5 MiB
2025-07-07 15:21:06,35.5 MiB
2025-07-07 15:21:08,35.5 MiB
2025-07-07 15:21:10,36.2 MiB
2025-07-07 15:21:12,36.2 MiB
2025-07-07 15:21:14,36.2 MiB
2025-07-07 15:21:16,36.2 MiB
2025-07-07 15:21:18,36.2 MiB
2025-07-07 15:21:20,36.2 MiB
2025-07-07 15:21:22,36.2 MiB
2025-07-07 15:21:24,36.2 MiB
2025-07-07 15:21:26,36.2 MiB
2025-07-07 15:21:28,36.2 MiB
2025-07-07 15:21:30,36.2 MiB
2025-07-07 15:21:32,36.2 MiB
2025-07-07 15:21:34,36.2 MiB
2025-07-07 15:21:36,36.2 MiB
2025-07-07 15:21:38,36.2 MiB
2025-07-07 15:21:40,36.2 MiB
2025-07-07 15:21:42,36.2 MiB
2025-07-07 15:21:44,36.3 MiB
2025-07-07 15:21:46,36.3 MiB
2025-07-07 15:21:48,36.3 MiB
2025-07-07 15:21:50,36.3 MiB
2025-07-07 15:21:52,36.3 MiB
2025-07-07 15:21:54,36.3 MiB
2025-07-07 15:21:56,36.3 MiB
2025-07-07 15:21:58,36.3 MiB
2025-07-07 15:22:00,36.3 MiB
2025-07-07 15:22:02,36.3 MiB
2025-07-07 15:22:04,36.3 MiB
2025-07-07 15:22:06,36.3 MiB
2025-07-07 15:22:08,36.3 MiB
2025-07-07 15:22:10,36.3 MiB
2025-07-07 15:22:12,36.3 MiB
2025-07-07 15:22:14,36.3 MiB
2025-07-07 15:22:16,36.4 MiB
2025-07-07 15:22:18,36.4 MiB
2025-07-07 15:22:20,36.4 MiB
2025-07-07 15:22:22,36.4 MiB
2025-07-07 15:22:24,36.4 MiB
2025-07-07 15:22:26,36.4 MiB
2025-07-07 15:22:28,36.4 MiB
2025-07-07 15:22:30,36.4 MiB
2025-07-07 15:22:32,36.4 MiB
2025-07-07 15:22:34,36.4 MiB
2025-07-07 15:22:36,36.4 MiB
2025-07-07 15:22:38,36.4 MiB
2025-07-07 15:22:40,36.5 MiB
2025-07-07 15:22:42,36.5 MiB
2025-07-07 15:22:44,36.5 MiB
2025-07-07 15:22:46,36.5 MiB
2025-07-07 15:22:48,36.5 MiB
2025-07-07 15:22:50,36.5 MiB
2025-07-07 15:22:52,36.5 MiB
2025-07-07 15:22:54,36.5 MiB
2025-07-07 15:22:56,36.5 MiB
2025-07-07 15:22:58,36.5 MiB
2025-07-07 15:23:00,36.5 MiB
2025-07-07 15:23:02,36.5 MiB
2025-07-07 15:23:04,36.5 MiB
2025-07-07 15:23:06,36.5 MiB
2025-07-07 15:23:08,36.5 MiB
2025-07-07 15:23:10,36.5 MiB
2025-07-07 15:23:12,36.5 MiB
2025-07-07 15:23:14,36.5 MiB
2025-07-07 15:23:16,35.3 MiB
2025-07-07 15:23:18,35.3 MiB
2025-07-07 15:23:20,35.3 MiB
2025-07-07 15:23:22,35.3 MiB
2025-07-07 15:23:24,35.3 MiB
2025-07-07 15:23:26,35.3 MiB
2025-07-07 15:23:28,35.3 MiB
2025-07-07 15:23:30,35.3 MiB
2025-07-07 15:23:32,35.3 MiB
2025-07-07 15:23:34,35.3 MiB
2025-07-07 15:23:36,35.3 MiB
2025-07-07 15:23:38,35.3 MiB
2025-07-07 15:23:40,35.3 MiB
2025-07-07 15:23:42,35.3 MiB
2025-07-07 15:23:44,35.3 MiB
2025-07-07 15:23:46,35.3 MiB
2025-07-07 15:23:48,35.3 MiB
2025-07-07 15:23:50,35.3 MiB
2025-07-07 15:23:52,35.3 MiB
2025-07-07 15:23:54,35.3 MiB
2025-07-07 15:23:56,35.3 MiB
2025-07-07 15:23:58,35.3 MiB
2025-07-07 15:24:00,35.3 MiB
2025-07-07 15:24:02,35.3 MiB
2025-07-07 15:24:04,35.3 MiB
2025-07-07 15:24:06,35.3 MiB
2025-07-07 15:24:08,35.3 MiB
2025-07-07 15:24:10,35.3 MiB
2025-07-07 15:24:12,35.3 MiB
2025-07-07 15:24:14,35.3 MiB
2025-07-07 15:24:16,35.3 MiB
2025-07-07 15:24:18,35.3 MiB
2025-07-07 15:24:20,35.3 MiB
2025-07-07 15:24:22,35.3 MiB
2025-07-07 15:24:24,35.3 MiB
2025-07-07 15:24:26,35.3 MiB
2025-07-07 15:24:28,35.3 MiB
2025-07-07 15:24:30,35.4 MiB
2025-07-07 15:24:32,35.4 MiB
2025-07-07 15:24:34,35.4 MiB
2025-07-07 15:24:36,35.4 MiB
2025-07-07 15:24:38,35.4 MiB
2025-07-07 15:24:40,35.4 MiB
2025-07-07 15:24:42,35.4 MiB
2025-07-07 15:24:44,35.4 MiB
2025-07-07 15:24:46,35.4 MiB
2025-07-07 15:24:48,35.4 MiB
2025-07-07 15:24:50,35.4 MiB
2025-07-07 15:24:52,35.4 MiB
2025-07-07 15:24:54,35.4 MiB
2025-07-07 15:24:56,35.4 MiB
2025-07-07 15:24:58,35.4 MiB
2025-07-07 15:25:00,35.4 MiB
2025-07-07 15:25:02,35.4 MiB
2025-07-07 15:25:04,35.4 MiB
2025-07-07 15:25:06,35.4 MiB
2025-07-07 15:25:08,35.4 MiB
2025-07-07 15:25:10,35.4 MiB
2025-07-07 15:25:12,35.4 MiB
2025-07-07 15:25:14,35.2 MiB
2025-07-07 15:25:16,35.2 MiB
2025-07-07 15:25:18,35.2 MiB
2025-07-07 15:25:20,35.2 MiB
2025-07-07 15:25:22,35.2 MiB
2025-07-07 15:25:24,35.2 MiB
2025-07-07 15:25:26,35.2 MiB
2025-07-07 15:25:28,35.2 MiB
2025-07-07 15:25:30,35.2 MiB
2025-07-07 15:25:32,35.2 MiB
2025-07-07 15:25:34,35.2 MiB
2025-07-07 15:25:36,35.2 MiB
2025-07-07 15:25:38,35.2 MiB
2025-07-07 15:25:40,35.2 MiB
2025-07-07 15:25:42,35.2 MiB
2025-07-07 15:25:44,35.2 MiB
2025-07-07 15:25:46,35.2 MiB
2025-07-07 15:25:48,35.2 MiB
2025-07-07 15:25:50,35.2 MiB
2025-07-07 15:25:52,35.2 MiB
2025-07-07 15:25:54,35.2 MiB
2025-07-07 15:25:56,35.2 MiB
2025-07-07 15:25:58,35.2 MiB
2025-07-07 15:26:00,35.2 MiB
2025-07-07 15:26:02,35.2 MiB
2025-07-07 15:26:04,35.2 MiB
2025-07-07 15:26:06,35.2 MiB
2025-07-07 15:26:08,35.2 MiB
2025-07-07 15:26:10,35.2 MiB
2025-07-07 15:26:12,35.2 MiB
2025-07-07 15:26:14,35.3 MiB
2025-07-07 15:26:16,35.3 MiB
2025-07-07 15:26:18,35.3 MiB
2025-07-07 15:26:20,35.3 MiB
2025-07-07 15:26:22,35.3 MiB
2025-07-07 15:26:24,35.3 MiB
2025-07-07 15:26:26,35.3 MiB
2025-07-07 15:26:28,35.3 MiB
2025-07-07 15:26:30,35.3 MiB
2025-07-07 15:26:32,35.3 MiB
2025-07-07 15:26:34,35.3 MiB
2025-07-07 15:26:36,35.3 MiB
2025-07-07 15:26:38,35.3 MiB
2025-07-07 15:26:40,35.3 MiB
2025-07-07 15:26:42,35.3 MiB
2025-07-07 15:26:44,35.3 MiB
2025-07-07 15:26:46,35.3 MiB
2025-07-07 15:26:48,35.3 MiB
2025-07-07 15:26:50,35.3 MiB
2025-07-07 15:26:52,35.3 MiB
2025-07-07 15:26:54,35.3 MiB
2025-07-07 15:26:56,35.3 MiB
2025-07-07 15:26:58,35.3 MiB
2025-07-07 15:27:00,35.3 MiB
2025-07-07 15:27:02,35.3 MiB
2025-07-07 15:27:04,35.3 MiB
2025-07-07 15:27:06,35.3 MiB
2025-07-07 15:27:08,35.3 MiB
2025-07-07 15:27:10,35.3 MiB
2025-07-07 15:27:12,35.3 MiB
2025-07-07 15:27:14,35.3 MiB
2025-07-07 15:27:16,35.5 MiB
2025-07-07 15:27:18,35.5 MiB
2025-07-07 15:27:20,35.5 MiB
2025-07-07 15:27:22,35.5 MiB
2025-07-07 15:27:24,35.5 MiB
2025-07-07 15:27:26,35.5 MiB
2025-07-07 15:27:28,35.5 MiB
2025-07-07 15:27:30,35.5 MiB
2025-07-07 15:27:32,35.5 MiB
2025-07-07 15:27:34,35.5 MiB
2025-07-07 15:27:36,35.5 MiB
2025-07-07 15:27:38,35.5 MiB
2025-07-07 15:27:40,35.5 MiB
2025-07-07 15:27:42,35.5 MiB
2025-07-07 15:27:44,35.5 MiB
2025-07-07 15:27:46,35.5 MiB
2025-07-07 15:27:48,35.5 MiB
2025-07-07 15:27:50,35.5 MiB
2025-07-07 15:27:52,35.5 MiB
2025-07-07 15:27:54,35.5 MiB
2025-07-07 15:27:56,35.5 MiB
2025-07-07 15:27:58,35.5 MiB
2025-07-07 15:28:00,35.5 MiB
2025-07-07 15:28:02,35.5 MiB
2025-07-07 15:28:04,35.5 MiB
2025-07-07 15:28:06,35.5 MiB
2025-07-07 15:28:08,35.5 MiB
2025-07-07 15:28:10,35.5 MiB
2025-07-07 15:28:12,35.5 MiB
2025-07-07 15:28:14,35.5 MiB
2025-07-07 15:28:16,35.5 MiB
2025-07-07 15:28:18,35.5 MiB
2025-07-07 15:28:20,35.5 MiB
2025-07-07 15:28:22,35.5 MiB
2025-07-07 15:28:24,35.5 MiB
2025-07-07 15:28:26,35.5 MiB
2025-07-07 15:28:28,35.5 MiB
2025-07-07 15:28:30,35.5 MiB
2025-07-07 15:28:32,35.5 MiB
2025-07-07 15:28:34,35.5 MiB
2025-07-07 15:28:36,35.5 MiB
2025-07-07 15:28:38,35.5 MiB
2025-07-07 15:28:40,35.5 MiB
2025-07-07 15:28:42,35.5 MiB
2025-07-07 15:28:44,35.6 MiB
2025-07-07 15:28:46,35.6 MiB
2025-07-07 15:28:48,35.6 MiB
2025-07-07 15:28:50,35.6 MiB
2025-07-07 15:28:52,35.6 MiB
2025-07-07 15:28:54,35.6 MiB
2025-07-07 15:28:56,35.6 MiB
2025-07-07 15:28:58,35.6 MiB
2025-07-07 15:29:00,35.6 MiB
2025-07-07 15:29:02,35.6 MiB
2025-07-07 15:29:04,35.6 MiB
2025-07-07 15:29:06,35.6 MiB
2025-07-07 15:29:08,35.6 MiB
2025-07-07 15:29:10,35.6 MiB
2025-07-07 15:29:12,35.6 MiB
2025-07-07 15:29:14,35.6 MiB
2025-07-07 15:29:16,35.4 MiB
2025-07-07 15:29:18,35.4 MiB
2025-07-07 15:29:20,35.4 MiB
2025-07-07 15:29:22,35.4 MiB
2025-07-07 15:29:24,35.4 MiB
2025-07-07 15:29:26,35.4 MiB
2025-07-07 15:29:28,35.4 MiB
2025-07-07 15:29:30,35.4 MiB
2025-07-07 15:29:32,35.5 MiB
2025-07-07 15:29:34,35.5 MiB
2025-07-07 15:29:36,35.5 MiB
2025-07-07 15:29:38,35.5 MiB
2025-07-07 15:29:40,35.5 MiB
2025-07-07 15:29:42,35.4 MiB
2025-07-07 15:29:44,35.4 MiB
2025-07-07 15:29:46,35.4 MiB
2025-07-07 15:29:48,35.4 MiB
2025-07-07 15:29:50,35.4 MiB
2025-07-07 15:29:52,35.4 MiB
2025-07-07 15:29:54,35.4 MiB
2025-07-07 15:29:56,35.4 MiB
2025-07-07 15:29:58,35.4 MiB
2025-07-07 15:30:00,35.4 MiB
2025-07-07 15:30:02,35.4 MiB
2025-07-07 15:30:04,35.4 MiB
2025-07-07 15:30:06,35.4 MiB
2025-07-07 15:30:08,35.4 MiB
2025-07-07 15:30:10,35.4 MiB
2025-07-07 15:30:12,35.4 MiB
2025-07-07 15:30:14,35.4 MiB
2025-07-07 15:30:16,35.4 MiB
2025-07-07 15:30:18,35.4 MiB
2025-07-07 15:30:20,35.4 MiB
2025-07-07 15:30:22,35.4 MiB
2025-07-07 15:30:24,35.4 MiB
2025-07-07 15:30:26,35.4 MiB
2025-07-07 15:30:28,35.4 MiB
2025-07-07 15:30:30,35.4 MiB
2025-07-07 15:30:32,35.4 MiB
2025-07-07 15:30:34,35.4 MiB
2025-07-07 15:30:36,35.4 MiB
2025-07-07 15:30:38,35.4 MiB
2025-07-07 15:30:40,35.4 MiB
2025-07-07 15:30:42,35.4 MiB
2025-07-07 15:30:44,35.4 MiB
2025-07-07 15:30:46,35.4 MiB
2025-07-07 15:30:48,35.4 MiB
2025-07-07 15:30:50,35.4 MiB
2025-07-07 15:30:52,35.4 MiB
2025-07-07 15:30:54,35.4 MiB
2025-07-07 15:30:56,35.4 MiB
2025-07-07 15:30:58,35.4 MiB
2025-07-07 15:31:00,35.4 MiB
2025-07-07 15:31:02,35.4 MiB
2025-07-07 15:31:04,35.4 MiB
2025-07-07 15:31:06,35.4 MiB
2025-07-07 15:31:08,35.4 MiB
2025-07-07 15:31:10,35.4 MiB
2025-07-07 15:31:12,35.4 MiB
2025-07-07 15:31:14,35.4 MiB
2025-07-07 15:31:16,35.4 MiB
2025-07-07 15:31:18,35.4 MiB
2025-07-07 15:31:20,35.4 MiB
2025-07-07 15:31:22,35.5 MiB
2025-07-07 15:31:24,35.5 MiB
2025-07-07 15:31:26,35.5 MiB
2025-07-07 15:31:28,35.5 MiB
2025-07-07 15:31:30,35.5 MiB
2025-07-07 15:31:32,35.5 MiB
2025-07-07 15:31:34,35.5 MiB
2025-07-07 15:31:36,35.5 MiB
2025-07-07 15:31:38,35.5 MiB
2025-07-07 15:31:40,35.5 MiB
2025-07-07 15:31:42,35.5 MiB
2025-07-07 15:31:44,35.5 MiB
2025-07-07 15:31:46,35.5 MiB
2025-07-07 15:31:48,35.5 MiB
2025-07-07 15:31:50,35.5 MiB
2025-07-07 15:31:52,35.5 MiB
2025-07-07 15:31:54,35.5 MiB
2025-07-07 15:31:56,35.5 MiB
2025-07-07 15:31:58,35.5 MiB
2025-07-07 15:32:00,35.5 MiB
